customer_id,geography,employment_type,monthly_income_inr,bureau_band,cashflow_consistency,balance_volatility,spending_shock_flag
C110855,Metro,Informal,19700,Thin-file,0.323,0.75,0
C110856,Tier-2,Salaried,18000,Thin-file,0.811,0.233,0
C110857,Tier-2,Salaried,20700,Thin-file,0.944,0.243,0
C110858,Tier-2,Self-employed,42400,Prime,0.664,0.434,0
C110859,Tier-2,Salaried,43400,Near-prime,0.752,0.406,0
C110860,Tier-2,Salaried,29000,Near-prime,0.779,0.248,0
C110861,Tier-3,Informal,33000,Subprime,0.403,0.737,0
C110862,Metro,Salaried,79300,Near-prime,0.72,0.278,0
C110863,Metro,Salaried,46500,Near-prime,0.603,0.35,1
C110864,Tier-2,Self-employed,15300,Prime,0.896,0.289,0
C110865,Metro,Salaried,73200,Prime,0.803,0.242,0
C110866,Metro,Gig,23200,Subprime,0.388,0.659,0
C110867,Metro,Gig,32900,Thin-file,0.666,0.305,0
C110868,Tier-2,Salaried,54700,Prime,0.477,0.478,0
C110869,Tier-3,Salaried,26600,Prime,0.612,0.6,1
C110870,Tier-2,Gig,41200,Near-prime,0.559,0.594,0
C110871,Metro,Self-employed,36300,Thin-file,0.614,0.349,0
C110872,Tier-3,Self-employed,36800,Near-prime,0.694,0.283,0
C110873,Metro,Salaried,66800,Prime,0.661,0.41,0
C110874,Tier-3,Self-employed,43500,Thin-file,0.564,0.445,0
C110875,Tier-2,Salaried,83700,Prime,0.754,0.219,0
C110876,Metro,Self-employed,29700,Prime,0.513,0.462,0
C110877,Tier-2,Gig,13900,Thin-file,0.374,0.656,0
C110878,Metro,Self-employed,37200,Near-prime,0.823,0.087,0
C110879,Tier-3,Gig,76100,Subprime,0.383,0.587,0
C110880,Metro,Gig,53000,Subprime,0.486,0.673,0
C110881,Tier-3,Gig,15100,Thin-file,0.394,0.548,0
C110882,Tier-3,Self-employed,24700,Prime,0.54,0.501,0
C110883,Tier-3,Salaried,31700,Thin-file,0.591,0.486,0
C110884,Tier-3,Gig,21900,Subprime,0.352,0.801,0
C110885,Metro,Gig,38500,Near-prime,0.472,0.448,0
C110886,Tier-2,Salaried,51900,Prime,0.736,0.228,0
C110887,Tier-3,Gig,33100,Subprime,0.554,0.489,0
C110888,Tier-2,Informal,46700,Thin-file,0.722,0.425,0
C110889,Metro,Self-employed,40500,Near-prime,0.648,0.466,0
C110890,Metro,Salaried,43200,Near-prime,0.714,0.498,0
C110891,Metro,Self-employed,36500,Prime,0.312,0.674,1
C110892,Tier-3,Salaried,28200,Near-prime,0.61,0.365,1
C110893,Tier-2,Salaried,45100,Prime,0.98,0.05,0
C110894,Tier-2,Salaried,50800,Thin-file,0.873,0.108,0
C110895,Tier-3,Gig,42100,Thin-file,0.561,0.399,0
C110896,Metro,Self-employed,31300,Prime,0.691,0.401,0
C110897,Tier-3,Self-employed,33900,Prime,0.467,0.411,0
C110898,Metro,Salaried,32600,Prime,0.825,0.346,0
C110899,Metro,Self-employed,51600,Prime,0.589,0.446,0
C110900,Metro,Self-employed,143300,Subprime,0.764,0.326,0
C110901,Metro,Self-employed,40500,Prime,0.6,0.314,0
C110902,Tier-2,Salaried,115100,Prime,0.674,0.296,1
C110903,Tier-2,Salaried,26200,Prime,0.819,0.17,0
C110904,Metro,Salaried,38700,Prime,0.721,0.277,0
C110905,Metro,Gig,24700,Near-prime,0.596,0.4,0
C110906,Tier-2,Self-employed,37400,Thin-file,0.622,0.426,1
C110907,Metro,Gig,26900,Thin-file,0.647,0.346,0
C110908,Tier-3,Self-employed,40700,Near-prime,0.497,0.619,0
C110909,Tier-3,Salaried,9300,Subprime,0.98,0.15,0
C110910,Tier-2,Salaried,24600,Thin-file,0.831,0.395,0
C110911,Tier-2,Salaried,89500,Prime,0.783,0.29,0
C110912,Tier-2,Self-employed,18300,Thin-file,0.749,0.281,0
C110913,Tier-2,Gig,19700,Thin-file,0.61,0.45,0
C110914,Tier-3,Salaried,42000,Subprime,0.864,0.228,0
C110915,Tier-3,Self-employed,28300,Near-prime,0.678,0.301,0
C110916,Tier-2,Salaried,26000,Near-prime,0.873,0.262,0
C110917,Tier-2,Salaried,46600,Prime,0.748,0.374,0
C110918,Tier-3,Self-employed,42000,Thin-file,0.697,0.186,0
C110919,Metro,Salaried,36400,Near-prime,0.71,0.529,0
C110920,Tier-2,Salaried,45900,Near-prime,0.677,0.403,0
C110921,Tier-2,Gig,34100,Thin-file,0.454,0.506,0
C110922,Tier-2,Self-employed,56200,Prime,0.395,0.559,0
C110923,Tier-2,Salaried,45100,Near-prime,0.619,0.454,0
C110924,Metro,Gig,62300,Near-prime,0.477,0.491,0
C110925,Metro,Salaried,48600,Near-prime,0.57,0.389,0
C110926,Tier-2,Gig,14900,Prime,0.469,0.542,0
C110927,Tier-3,Gig,17500,Near-prime,0.628,0.472,0
C110928,Tier-3,Salaried,55000,Prime,0.737,0.279,0
C110929,Metro,Self-employed,28800,Near-prime,0.569,0.398,0
C110930,Metro,Salaried,17300,Thin-file,0.758,0.448,0
C110931,Tier-3,Gig,23800,Prime,0.178,0.922,0
C110932,Tier-2,Salaried,31300,Thin-file,0.793,0.171,0
C110933,Tier-2,Self-employed,95000,Subprime,0.71,0.362,0
C110934,Tier-2,Salaried,43000,Thin-file,0.902,0.163,0
C110935,Metro,Gig,50300,Thin-file,0.456,0.594,1
C110936,Tier-3,Informal,12700,Subprime,0.64,0.415,0
C110937,Tier-2,Salaried,49900,Near-prime,0.811,0.223,0
C110938,Tier-2,Self-employed,40800,Prime,0.747,0.349,0
C110939,Tier-3,Self-employed,53700,Near-prime,0.577,0.471,0
C110940,Tier-2,Self-employed,37700,Near-prime,0.807,0.264,0
C110941,Tier-3,Salaried,25200,Subprime,0.715,0.381,0
C110942,Tier-2,Self-employed,55100,Near-prime,0.666,0.38,0
C110943,Tier-2,Gig,16800,Near-prime,0.523,0.602,0
C110944,Tier-3,Informal,11000,Subprime,0.287,0.897,0
C110945,Tier-3,Gig,19000,Thin-file,0.721,0.304,0
C110946,Tier-3,Self-employed,24900,Near-prime,0.575,0.422,0
C110947,Tier-3,Salaried,32100,Prime,0.622,0.294,0
C110948,Tier-2,Salaried,28300,Subprime,0.671,0.45,0
C110949,Metro,Self-employed,71300,Near-prime,0.723,0.313,0
C110950,Tier-2,Self-employed,56800,Prime,0.83,0.106,0
C110951,Tier-3,Gig,28100,Near-prime,0.403,0.595,1
C110952,Tier-2,Self-employed,48000,Prime,0.678,0.418,0
C110953,Tier-2,Salaried,16600,Prime,0.715,0.415,0
C110954,Tier-3,Salaried,33600,Subprime,0.475,0.632,1
C110955,Tier-3,Self-employed,42400,Subprime,0.712,0.335,0
C110956,Tier-3,Salaried,58300,Thin-file,0.644,0.48,0
C110957,Tier-2,Salaried,34800,Prime,0.87,0.192,0
C110958,Tier-2,Salaried,68600,Prime,0.852,0.221,0
C110959,Tier-3,Self-employed,33100,Subprime,0.562,0.41,0
C110960,Metro,Salaried,14900,Near-prime,0.828,0.332,0
C110961,Metro,Informal,22600,Subprime,0.561,0.559,0
C110962,Tier-3,Gig,13300,Near-prime,0.298,0.717,0
C110963,Tier-2,Salaried,29000,Prime,0.821,0.342,0
C110964,Tier-2,Gig,37200,Thin-file,0.583,0.343,0
C110965,Metro,Self-employed,49200,Subprime,0.592,0.381,0
C110966,Tier-2,Informal,15000,Prime,0.656,0.275,0
C110967,Tier-3,Self-employed,21300,Thin-file,0.648,0.363,0
C110968,Tier-2,Salaried,46500,Subprime,0.98,0.05,0
C110969,Tier-2,Salaried,35100,Prime,0.971,0.175,0
C110970,Tier-2,Informal,25900,Thin-file,0.689,0.375,0
C110971,Tier-3,Informal,10900,Subprime,0.549,0.475,1
C110972,Tier-3,Self-employed,24300,Thin-file,0.772,0.322,1
C110973,Tier-2,Self-employed,20900,Prime,0.589,0.542,1
C110974,Tier-2,Self-employed,26900,Thin-file,0.896,0.286,0
C110975,Metro,Gig,76900,Subprime,0.38,0.664,1
C110976,Tier-2,Self-employed,24800,Prime,0.858,0.193,0
C110977,Metro,Salaried,38400,Thin-file,0.762,0.188,0
C110978,Tier-2,Salaried,26300,Thin-file,0.605,0.466,0
C110979,Tier-2,Self-employed,31800,Subprime,0.702,0.376,0
C110980,Metro,Salaried,46000,Near-prime,0.772,0.224,0
C110981,Metro,Gig,49900,Subprime,0.606,0.451,0
C110982,Metro,Informal,19700,Thin-file,0.707,0.321,0
C110983,Metro,Salaried,50100,Prime,0.632,0.457,0
C110984,Tier-2,Gig,10000,Subprime,0.725,0.306,0
C110985,Metro,Gig,19600,Thin-file,0.621,0.451,0
C110986,Metro,Self-employed,70200,Subprime,0.734,0.264,0
C110987,Tier-3,Salaried,21700,Prime,0.55,0.578,0
C110988,Metro,Self-employed,60800,Thin-file,0.69,0.41,0
C110989,Tier-3,Informal,10400,Near-prime,0.598,0.561,0
C110990,Tier-2,Self-employed,32000,Subprime,0.887,0.176,0
C110991,Tier-2,Self-employed,74700,Near-prime,0.421,0.624,0
C110992,Tier-2,Salaried,53400,Prime,0.743,0.167,0
C110993,Metro,Salaried,19800,Near-prime,0.98,0.157,0
C110994,Tier-3,Self-employed,123000,Prime,0.353,0.705,1
C110995,Tier-3,Self-employed,18100,Thin-file,0.776,0.251,0
C110996,Metro,Gig,66800,Thin-file,0.563,0.57,0
C110997,Tier-3,Self-employed,23600,Prime,0.54,0.587,0
C110998,Tier-2,Salaried,22000,Thin-file,0.735,0.278,0
C110999,Tier-3,Salaried,26000,Thin-file,0.98,0.104,0
C111000,Tier-3,Salaried,23800,Prime,0.901,0.154,0
C111001,Metro,Salaried,37200,Prime,0.768,0.397,0
C111002,Tier-3,Salaried,32800,Near-prime,0.685,0.264,0
C111003,Tier-3,Gig,24000,Subprime,0.645,0.538,0
C111004,Tier-2,Self-employed,65500,Near-prime,0.587,0.569,0
C111005,Metro,Gig,31800,Subprime,0.411,0.601,0
C111006,Tier-3,Informal,16400,Thin-file,0.429,0.57,1
C111007,Tier-2,Salaried,27600,Near-prime,0.844,0.246,0
C111008,Metro,Gig,25400,Subprime,0.503,0.414,0
C111009,Tier-3,Salaried,25400,Near-prime,0.98,0.094,0
C111010,Tier-2,Salaried,20600,Thin-file,0.893,0.175,0
C111011,Tier-3,Salaried,100500,Prime,0.748,0.354,0
C111012,Tier-2,Salaried,42600,Prime,0.89,0.094,0
C111013,Metro,Self-employed,48300,Prime,0.586,0.706,0
C111014,Tier-3,Gig,33500,Thin-file,0.503,0.566,0
C111015,Tier-2,Self-employed,10800,Prime,0.626,0.543,0
C111016,Tier-2,Self-employed,94600,Subprime,0.563,0.53,0
C111017,Tier-2,Gig,15700,Near-prime,0.672,0.464,0
C111018,Metro,Gig,19400,Near-prime,0.664,0.271,0
C111019,Tier-2,Gig,18100,Thin-file,0.398,0.829,0
C111020,Tier-2,Gig,36100,Near-prime,0.746,0.357,0
C111021,Tier-3,Salaried,83700,Near-prime,0.85,0.247,0
C111022,Tier-3,Self-employed,60300,Subprime,0.348,0.762,0
C111023,Tier-3,Self-employed,23200,Thin-file,0.651,0.446,0
C111024,Metro,Salaried,21200,Thin-file,0.864,0.205,0
C111025,Tier-2,Gig,19200,Near-prime,0.432,0.597,0
C111026,Metro,Informal,17700,Near-prime,0.764,0.179,0
C111027,Tier-3,Informal,9000,Near-prime,0.335,0.885,1
C111028,Tier-2,Salaried,49600,Thin-file,0.854,0.097,1
C111029,Tier-3,Salaried,32000,Near-prime,0.691,0.461,0
C111030,Tier-2,Salaried,47800,Thin-file,0.698,0.4,0
C111031,Metro,Gig,40100,Thin-file,0.536,0.45,0
C111032,Tier-3,Self-employed,39300,Thin-file,0.515,0.608,1
C111033,Tier-2,Gig,22500,Near-prime,0.475,0.535,0
C111034,Tier-3,Informal,33100,Thin-file,0.364,0.874,1
C111035,Tier-3,Salaried,25600,Prime,0.573,0.473,0
C111036,Tier-2,Salaried,28600,Near-prime,0.739,0.398,0
C111037,Tier-2,Gig,20900,Subprime,0.792,0.212,0
C111038,Tier-2,Salaried,48600,Thin-file,0.706,0.256,0
C111039,Tier-3,Self-employed,39200,Subprime,0.612,0.434,0
C111040,Tier-3,Self-employed,24800,Thin-file,0.633,0.572,0
C111041,Metro,Self-employed,37300,Subprime,0.847,0.052,0
C111042,Tier-2,Informal,34100,Subprime,0.508,0.485,0
C111043,Metro,Salaried,26400,Prime,0.663,0.383,0
C111044,Tier-2,Self-employed,118900,Thin-file,0.398,0.565,0
C111045,Tier-3,Informal,13800,Subprime,0.328,0.612,0
C111046,Tier-3,Salaried,29100,Near-prime,0.796,0.346,0
C111047,Tier-2,Gig,27300,Near-prime,0.366,0.618,1
C111048,Tier-2,Informal,24100,Thin-file,0.623,0.354,0
C111049,Metro,Salaried,35400,Near-prime,0.735,0.258,0
C111050,Metro,Salaried,55400,Thin-file,0.955,0.077,0
C111051,Tier-2,Salaried,25100,Prime,0.729,0.368,0
C111052,Tier-3,Salaried,24400,Prime,0.671,0.268,0
C111053,Tier-2,Salaried,18500,Prime,0.653,0.377,0
C111054,Metro,Salaried,50700,Near-prime,0.845,0.146,0
C111055,Tier-2,Self-employed,31900,Subprime,0.786,0.143,0
C111056,Metro,Gig,11700,Subprime,0.578,0.424,1
C111057,Metro,Salaried,35000,Prime,0.623,0.51,1
C111058,Tier-3,Self-employed,28500,Near-prime,0.631,0.449,0
C111059,Metro,Salaried,70000,Prime,0.757,0.36,0
C111060,Tier-2,Gig,13000,Subprime,0.239,0.591,0
C111061,Tier-2,Salaried,33300,Subprime,0.785,0.199,0
C111062,Metro,Salaried,29000,Thin-file,0.895,0.199,0
C111063,Metro,Informal,32700,Near-prime,0.662,0.35,0
C111064,Metro,Gig,21400,Near-prime,0.626,0.427,0
C111065,Metro,Self-employed,54400,Near-prime,0.413,0.642,1
C111066,Tier-3,Gig,16500,Thin-file,0.407,0.498,0
C111067,Tier-2,Self-employed,16000,Subprime,0.743,0.265,0
C111068,Tier-2,Salaried,37000,Thin-file,0.632,0.329,0
C111069,Tier-2,Self-employed,20300,Near-prime,0.699,0.379,0
C111070,Tier-3,Gig,32000,Thin-file,0.457,0.555,0
C111071,Metro,Informal,53500,Thin-file,0.442,0.489,0
C111072,Tier-3,Self-employed,38400,Prime,0.475,0.565,0
C111073,Metro,Salaried,35700,Thin-file,0.825,0.365,0
C111074,Tier-3,Gig,19500,Near-prime,0.465,0.421,1
C111075,Metro,Gig,32900,Prime,0.75,0.395,0
C111076,Metro,Salaried,77500,Prime,0.721,0.262,0
C111077,Tier-2,Self-employed,31700,Near-prime,0.926,0.121,1
C111078,Metro,Salaried,57200,Near-prime,0.846,0.05,0
C111079,Tier-2,Self-employed,16200,Subprime,0.594,0.479,0
C111080,Tier-2,Gig,25800,Prime,0.43,0.65,0
C111081,Tier-2,Salaried,25900,Subprime,0.756,0.465,0
C111082,Metro,Self-employed,43900,Near-prime,0.563,0.53,0
C111083,Tier-2,Salaried,23900,Prime,0.781,0.091,0
C111084,Metro,Salaried,57200,Thin-file,0.748,0.313,1
C111085,Tier-3,Gig,25800,Thin-file,0.724,0.35,0
C111086,Tier-2,Self-employed,31100,Near-prime,0.715,0.199,0
C111087,Tier-2,Gig,15700,Subprime,0.649,0.19,0
C111088,Tier-3,Self-employed,37400,Prime,0.774,0.096,0
C111089,Tier-2,Gig,46700,Subprime,0.465,0.608,0
C111090,Tier-2,Salaried,90600,Prime,0.619,0.405,0
C111091,Metro,Self-employed,51400,Near-prime,0.672,0.471,1
C111092,Tier-2,Salaried,43300,Prime,0.782,0.396,0
C111093,Tier-2,Gig,12800,Subprime,0.502,0.619,1
C111094,Metro,Self-employed,77700,Prime,0.928,0.199,0
C111095,Tier-3,Salaried,11200,Near-prime,0.858,0.304,0
C111096,Metro,Self-employed,73600,Prime,0.486,0.601,0
C111097,Tier-2,Gig,23400,Near-prime,0.557,0.536,0
C111098,Metro,Salaried,15900,Prime,0.841,0.05,0
C111099,Tier-2,Self-employed,40200,Subprime,0.529,0.462,0
C111100,Tier-3,Gig,18000,Subprime,0.623,0.319,0
C111101,Metro,Salaried,38900,Near-prime,0.633,0.538,1
C111102,Tier-2,Self-employed,30600,Thin-file,0.515,0.436,0
C111103,Tier-2,Gig,23000,Thin-file,0.481,0.467,0
C111104,Tier-3,Salaried,31600,Prime,0.726,0.287,0
C111105,Metro,Salaried,24500,Thin-file,0.795,0.4,0
C111106,Tier-3,Self-employed,34600,Thin-file,0.523,0.695,0
C111107,Tier-2,Self-employed,29100,Prime,0.672,0.363,0
C111108,Tier-2,Gig,47300,Thin-file,0.564,0.525,0
C111109,Tier-2,Self-employed,50900,Thin-file,0.202,0.841,0
C111110,Tier-2,Self-employed,53500,Subprime,0.794,0.311,0
C111111,Tier-2,Self-employed,79800,Near-prime,0.685,0.17,0
C111112,Metro,Salaried,66300,Thin-file,0.757,0.408,0
C111113,Tier-2,Self-employed,32300,Prime,0.512,0.535,0
C111114,Tier-2,Salaried,12100,Subprime,0.87,0.125,0
C111115,Tier-2,Informal,21100,Thin-file,0.368,0.622,0
C111116,Metro,Salaried,103700,Near-prime,0.724,0.363,0
C111117,Tier-2,Salaried,57100,Prime,0.741,0.45,0
C111118,Tier-2,Gig,18400,Subprime,0.47,0.713,0
C111119,Tier-2,Salaried,39200,Thin-file,0.746,0.233,1
C111120,Tier-3,Self-employed,22500,Thin-file,0.404,0.715,0
C111121,Tier-2,Informal,21800,Subprime,0.505,0.464,0
C111122,Tier-2,Gig,18400,Prime,0.413,0.568,0
C111123,Metro,Salaried,90900,Near-prime,0.76,0.277,0
C111124,Tier-3,Salaried,33700,Prime,0.716,0.377,0
C111125,Metro,Self-employed,48300,Thin-file,0.617,0.483,0
C111126,Metro,Self-employed,29700,Near-prime,0.597,0.474,0
C111127,Metro,Salaried,39400,Near-prime,0.725,0.18,0
C111128,Metro,Salaried,28300,Thin-file,0.798,0.31,0
C111129,Tier-3,Gig,36600,Thin-file,0.634,0.627,0
C111130,Metro,Salaried,37800,Near-prime,0.82,0.29,0
C111131,Metro,Gig,31000,Subprime,0.658,0.509,0
C111132,Metro,Salaried,23700,Thin-file,0.94,0.176,0
C111133,Tier-3,Self-employed,16600,Thin-file,0.561,0.574,0
C111134,Tier-3,Self-employed,25800,Near-prime,0.831,0.08,0
C111135,Tier-3,Salaried,27700,Prime,0.728,0.24,0
C111136,Tier-3,Self-employed,32200,Thin-file,0.452,0.718,0
C111137,Tier-3,Salaried,78800,Prime,0.808,0.328,0
C111138,Tier-2,Gig,9300,Near-prime,0.593,0.427,0
C111139,Metro,Gig,44800,Prime,0.776,0.295,0
C111140,Metro,Salaried,59500,Subprime,0.891,0.255,0
C111141,Metro,Self-employed,32600,Prime,0.787,0.296,0
C111142,Tier-2,Informal,15600,Subprime,0.614,0.536,0
C111143,Metro,Self-employed,71300,Thin-file,0.545,0.472,0
C111144,Metro,Salaried,46300,Prime,0.849,0.311,0
C111145,Tier-2,Gig,20000,Thin-file,0.439,0.644,0
C111146,Metro,Salaried,29700,Prime,0.794,0.162,0
C111147,Metro,Gig,19800,Prime,0.529,0.717,0
C111148,Metro,Salaried,27500,Prime,0.824,0.433,0
C111149,Tier-2,Gig,34500,Thin-file,0.733,0.265,1
C111150,Metro,Self-employed,30200,Near-prime,0.795,0.218,0
C111151,Metro,Salaried,27800,Subprime,0.781,0.341,0
C111152,Metro,Gig,31200,Near-prime,0.474,0.563,1
C111153,Tier-2,Self-employed,23900,Prime,0.778,0.27,0
C111154,Metro,Salaried,95400,Near-prime,0.811,0.377,0
C111155,Metro,Gig,29400,Prime,0.693,0.237,0
C111156,Tier-3,Self-employed,31600,Near-prime,0.317,0.675,0
C111157,Tier-3,Salaried,35000,Thin-file,0.785,0.266,0
C111158,Metro,Self-employed,55700,Near-prime,0.788,0.276,0
C111159,Metro,Informal,32500,Subprime,0.293,0.901,0
C111160,Metro,Salaried,48200,Prime,0.588,0.561,0
C111161,Tier-2,Gig,14700,Subprime,0.334,0.65,0
C111162,Metro,Self-employed,40200,Near-prime,0.637,0.454,1
C111163,Tier-3,Salaried,32800,Near-prime,0.692,0.299,0
C111164,Tier-3,Gig,9300,Subprime,0.572,0.62,0
C111165,Tier-2,Self-employed,13400,Thin-file,0.746,0.267,0
C111166,Metro,Gig,16700,Near-prime,0.436,0.516,0
C111167,Tier-3,Self-employed,12000,Near-prime,0.689,0.471,1
C111168,Tier-2,Salaried,30700,Prime,0.792,0.077,0
C111169,Tier-3,Salaried,22500,Near-prime,0.519,0.477,0
C111170,Metro,Salaried,49500,Prime,0.655,0.138,0
C111171,Tier-2,Self-employed,47500,Near-prime,0.688,0.415,0
C111172,Tier-3,Informal,18000,Subprime,0.529,0.428,0
C111173,Tier-3,Gig,23500,Thin-file,0.338,0.842,0
C111174,Tier-2,Gig,35400,Thin-file,0.503,0.66,0
C111175,Tier-2,Self-employed,29800,Near-prime,0.34,0.655,0
C111176,Tier-2,Salaried,11800,Subprime,0.777,0.493,0
C111177,Tier-2,Gig,10600,Subprime,0.598,0.36,1
C111178,Tier-3,Salaried,39900,Prime,0.575,0.365,0
C111179,Tier-2,Salaried,41700,Prime,0.649,0.349,0
C111180,Metro,Salaried,65000,Prime,0.605,0.46,0
C111181,Metro,Informal,84900,Thin-file,0.473,0.649,1
C111182,Tier-2,Gig,25600,Subprime,0.62,0.588,0
C111183,Tier-3,Salaried,30500,Prime,0.98,0.084,0
C111184,Metro,Informal,27600,Thin-file,0.253,0.764,0
C111185,Tier-2,Gig,13600,Prime,0.515,0.53,0
C111186,Tier-3,Self-employed,40500,Prime,0.75,0.373,1
C111187,Tier-2,Salaried,35300,Prime,0.818,0.135,0
C111188,Metro,Salaried,101400,Near-prime,0.601,0.383,0
C111189,Metro,Salaried,23200,Prime,0.756,0.482,0
C111190,Tier-2,Self-employed,34600,Thin-file,0.751,0.218,0
C111191,Metro,Self-employed,32500,Prime,0.622,0.306,0
C111192,Tier-2,Salaried,23600,Thin-file,0.868,0.35,0
C111193,Tier-2,Salaried,50500,Prime,0.903,0.189,0
C111194,Tier-2,Self-employed,29900,Thin-file,0.437,0.737,1
C111195,Tier-2,Gig,42100,Prime,0.413,0.482,1
C111196,Metro,Salaried,37500,Prime,0.688,0.51,1
C111197,Metro,Gig,24200,Near-prime,0.506,0.192,0
C111198,Metro,Informal,58500,Subprime,0.44,0.606,1
C111199,Metro,Gig,15700,Thin-file,0.636,0.586,0
C111200,Tier-2,Self-employed,24300,Thin-file,0.52,0.665,1
C111201,Metro,Gig,9000,Near-prime,0.712,0.425,0
C111202,Tier-2,Gig,18900,Near-prime,0.704,0.509,0
C111203,Metro,Gig,39400,Near-prime,0.636,0.403,1
C111204,Metro,Salaried,57200,Thin-file,0.98,0.05,0
C111205,Metro,Salaried,50800,Prime,0.756,0.248,1
C111206,Tier-2,Salaried,25700,Near-prime,0.587,0.334,0
C111207,Tier-2,Salaried,35000,Prime,0.613,0.415,1
C111208,Tier-3,Gig,16200,Subprime,0.545,0.36,0
C111209,Metro,Salaried,47500,Prime,0.73,0.41,0
C111210,Tier-2,Gig,25000,Thin-file,0.425,0.44,0
C111211,Tier-3,Self-employed,24600,Near-prime,0.725,0.284,1
C111212,Metro,Self-employed,43500,Thin-file,0.603,0.379,0
C111213,Metro,Salaried,45500,Near-prime,0.608,0.406,0
C111214,Metro,Salaried,35100,Prime,0.626,0.4,0
C111215,Metro,Salaried,49300,Prime,0.91,0.296,0
C111216,Tier-3,Informal,9000,Near-prime,0.263,0.744,0
C111217,Tier-2,Salaried,41400,Near-prime,0.608,0.328,0
C111218,Tier-2,Salaried,23200,Thin-file,0.93,0.164,0
C111219,Tier-3,Salaried,31500,Near-prime,0.878,0.161,0
C111220,Tier-2,Self-employed,42600,Near-prime,0.811,0.225,0
C111221,Tier-2,Self-employed,22800,Thin-file,0.728,0.288,1
C111222,Metro,Informal,37600,Subprime,0.528,0.485,0
C111223,Tier-2,Salaried,85400,Prime,0.813,0.249,0
C111224,Metro,Salaried,35500,Prime,0.815,0.157,0
C111225,Metro,Gig,27000,Thin-file,0.661,0.463,0
C111226,Metro,Salaried,82100,Near-prime,0.667,0.62,1
C111227,Tier-2,Salaried,17000,Subprime,0.745,0.241,0
C111228,Tier-2,Informal,19200,Thin-file,0.31,0.728,0
C111229,Tier-2,Self-employed,30200,Prime,0.649,0.452,0
C111230,Metro,Self-employed,64600,Prime,0.709,0.424,0
C111231,Tier-3,Informal,14200,Near-prime,0.513,0.592,0
C111232,Metro,Salaried,58300,Prime,0.649,0.305,0
C111233,Tier-3,Salaried,22000,Near-prime,0.926,0.05,1
C111234,Tier-2,Salaried,58600,Subprime,0.698,0.203,0
C111235,Tier-2,Salaried,23000,Near-prime,0.746,0.379,0
C111236,Tier-2,Self-employed,51100,Thin-file,0.747,0.261,0
C111237,Tier-2,Gig,24000,Thin-file,0.528,0.451,0
C111238,Tier-2,Informal,9000,Thin-file,0.421,0.59,0
C111239,Metro,Gig,29700,Thin-file,0.847,0.259,0
C111240,Tier-3,Informal,20800,Subprime,0.492,0.719,0
C111241,Metro,Self-employed,24800,Near-prime,0.625,0.355,0
C111242,Tier-2,Salaried,26100,Prime,0.748,0.197,0
C111243,Tier-2,Salaried,39700,Thin-file,0.731,0.354,1
C111244,Tier-3,Self-employed,22900,Near-prime,0.628,0.453,1
C111245,Tier-2,Salaried,44300,Prime,0.68,0.318,0
C111246,Metro,Salaried,43300,Prime,0.674,0.445,0
C111247,Tier-2,Informal,10500,Near-prime,0.398,0.687,0
C111248,Metro,Salaried,135600,Subprime,0.871,0.079,0
C111249,Tier-2,Gig,19900,Thin-file,0.652,0.374,0
C111250,Tier-2,Salaried,40400,Prime,0.55,0.609,1
C111251,Tier-3,Self-employed,64100,Thin-file,0.658,0.488,0
C111252,Metro,Self-employed,63500,Near-prime,0.598,0.472,0
C111253,Metro,Salaried,60900,Prime,0.98,0.323,0
C111254,Tier-2,Salaried,61500,Prime,0.748,0.337,0
C111255,Metro,Self-employed,55200,Near-prime,0.472,0.61,0
C111256,Metro,Self-employed,55200,Prime,0.72,0.3,0
C111257,Metro,Salaried,61400,Near-prime,0.876,0.156,0
C111258,Tier-2,Salaried,35400,Prime,0.751,0.349,0
C111259,Metro,Salaried,77200,Thin-file,0.838,0.151,0
C111260,Tier-2,Salaried,51700,Subprime,0.927,0.195,0
C111261,Tier-3,Gig,9000,Subprime,0.688,0.435,0
C111262,Tier-2,Salaried,56000,Near-prime,0.852,0.057,0
C111263,Metro,Self-employed,30100,Near-prime,0.536,0.364,0
C111264,Metro,Self-employed,48000,Thin-file,0.453,0.568,0
C111265,Metro,Gig,13600,Subprime,0.435,0.792,1
C111266,Tier-2,Salaried,29400,Thin-file,0.907,0.329,0
C111267,Tier-2,Self-employed,29300,Thin-file,0.692,0.05,0
C111268,Metro,Self-employed,54800,Subprime,0.383,0.691,0
C111269,Metro,Salaried,36500,Near-prime,0.525,0.528,0
C111270,Metro,Salaried,18000,Near-prime,0.445,0.51,0
C111271,Metro,Gig,23100,Near-prime,0.58,0.454,0
C111272,Tier-3,Self-employed,24300,Prime,0.574,0.408,0
C111273,Metro,Salaried,63300,Near-prime,0.733,0.295,0
C111274,Metro,Self-employed,46000,Subprime,0.613,0.419,0
C111275,Metro,Salaried,33700,Prime,0.724,0.215,0
C111276,Metro,Salaried,53900,Near-prime,0.708,0.318,0
C111277,Metro,Salaried,108600,Prime,0.966,0.058,0
C111278,Tier-2,Salaried,64600,Near-prime,0.886,0.233,1
C111279,Metro,Self-employed,18200,Prime,0.742,0.325,0
C111280,Metro,Self-employed,131100,Subprime,0.821,0.307,0
C111281,Tier-2,Salaried,65000,Near-prime,0.925,0.173,0
C111282,Tier-2,Self-employed,70500,Near-prime,0.49,0.699,0
